Language	Chapter	Number	Text
POL	10032	1084	""
POR	10032	1084	"Não foi possível enviar resposta automática para o nó de ação {0}."
SPA	10032	1084	"Imposible enviar la acción respuesta automática al nudo {0}."
XXX	10032	1084	"BB44E016A246B18AA05E62CC44E5580B7EE84E9F"
BRI	10032	1085	"Exception saved upon receiving the nodes in response to the action [{0}]."
CHI	10032	1085	"在接收对操作作出响应的节点时所储存的异常情况。"
ENG	10032	1085	"Exception saved upon receiving the nodes in response to the action [{0}]."
FRA	10032	1085	"Exception mémorisée lors de la réception des noeuds en réponse à l'action [{0}]."
GER	10032	1085	"Ausnahme wurde beim Empfang des Nodes als Antwort auf den Vorgang gespeichert [{0}]."
POL	10032	1085	""
POR	10032	1085	"Exceção armazenados ao receber nó em resposta à ação [{0}]."
SPA	10032	1085	"Excepción memorizada durante la recepción de los nudos en respuesta a la acción [{0}]."
XXX	10032	1085	"79A0AD07016D4FF1B9DC3943800BF7442FFA1E41"
BRI	10032	1086	"Logic errors detected by the Web server in the flow sent by the X3 engine."
CHI	10032	1086	"由Web服务器在X3引擎发送的数据流中检测到的逻辑错误。"
ENG	10032	1086	"Logic errors detected by the Web server in the flow sent by the X3 engine."
FRA	10032	1086	"Erreur(s) logique(s) détectée(s) par le serveur Web dans le flux envoyé par le moteur X3."
GER	10032	1086	"Logische Fehler vom Webserver im vom X3-Server gesendeten Strom gefunden."
POL	10032	1086	""
POR	10032	1086	"Erro (s) lógica (s) detectada (s) pelo servidor Web na corrente enviado pelo motor X3."
SPA	10032	1086	"Error(es) lógico(s) detactado(s) por el servidor Web en el flujo enviado por el motor X3."
XXX	10032	1086	"1B31EF772959CFC72150854245E5C19386BB6C65"
ENG	10032	1087	"Alors que la variable [{0}] est numérique, le 'résu' reçu ne l'est pas [{1}]. Le format associé à cette variable  _"
FRA	10032	1087	"Alors que la variable [{0}] est numérique, le 'résu' reçu ne l'est pas [{1}]. Le format associé à cette variable  _"
XXX	10032	1087	"9BB2B0E89F57E0D1919B519C829DE55EE81F8942"
ENG	10032	1088	"numérique est [{2}]."
FRA	10032	1088	"numérique est [{2}]."
XXX	10032	1088	"9BB2B0E89F57E0D1919B519C829DE55EE81F8942"
BRI	10032	1089	"Formating [{0}] of the variable [{1}] impossible. The error detected is: [{2}]."
CHI	10032	1089	"无法对变量[{1}]进行格式化[{0}]。检测到的错误为：[{2}]。"
ENG	10032	1089	"Impossible to format [{0}] variable [{1}]. The error detected is: [{2}]."
FRA	10032	1089	"Le formatage [{0}] de la variable [{1}] est impossible. L'erreur détectée est : [{2}]."
GER	10032	1089	"Die Formatierung [{0}] der Variable [{1}] ist nicht möglich. Gefundener Fehler: [{2}]."
POL	10032	1089	""
POR	10032	1089	"Formatação [{0}] da variável [{1}] é impossível. O erro é detectado: [{2}]."
SPA	10032	1089	"Le formateo [{0}] de la variable [{1}] est imposible. El error detectado es : [{2}]."
XXX	10032	1089	"2EDA735C9BB1366534810231AF996C7BB666C662"
BRI	10032	1090	"Impossible to format [{0}] variable [{1}]. The error detected is: [{2}]."
CHI	10032	1090	"无法对变量[{1}]进行去格式化[{0}]。检测到的错误为：[{2}]。"
ENG	10032	1090	"Impossible to remove the formating [{0}] of variable [{1}]. The error detected is: [{2}]."
FRA	10032	1090	"Le déformatage [{0}] de la variable [{1}] est impossible. L'erreur détectée est : [{2}]."
GER	10032	1090	"Die Deformatierung [{0}] der Variable [{1}] ist nicht möglich. Gefundener Fehler: [{2}]."
POL	10032	1090	""
POR	10032	1090	"Deformatting [{0}] da variável [{1}] é impossível. O erro é detectado: [{2}]."
SPA	10032	1090	"Le desformateo [{0}] de la variable [{1}] est imposible. El error detectado es : [{2}]."
XXX	10032	1090	"0D5CF356A8D71BEC3EEACFFABD66A3493F5E92FF"
BRI	10032	1091	"raw to display"
CHI	10032	1091	"纯文本转换为呈示文本"
ENG	10032	1091	"raw to display"
FRA	10032	1091	"brut vers présentation"
GER	10032	1091	""
POL	10032	1091	""
POR	10032	1091	"bruto para apresentação"
SPA	10032	1091	"bruto hacia presentación"
XXX	10032	1091	"FD6DF412999D0D36374D17033C26BEB4FAF167AC"
BRI	10032	1092	"display to raw"
CHI	10032	1092	"纯文本转换为呈示文本"
ENG	10032	1092	"display to raw"
FRA	10032	1092	"présentation vers brut"
GER	10032	1092	""
POL	10032	1092	""
POR	10032	1092	"apresentação para arrecadar"
SPA	10032	1092	"presentación hacia bruto"
XXX	10032	1092	"3ABD4735CF1B642AB1AA4D50D5F294E4D0452BDC"
BRI	10032	1093	"display to input"
CHI	10032	1093	"呈示文本转换为打印"
ENG	10032	1093	"display to input"
FRA	10032	1093	"présentation vers édition"
GER	10032	1093	""
POL	10032	1093	""
POR	10032	1093	"apresentação para edição"
SPA	10032	1093	"presentación hacia edición"
XXX	10032	1093	"B9B1D3FB88CBAB9FD4B3605AD46D2CE8B7A496A6"
BRI	10032	1094	"input to display"
CHI	10032	1094	"打印转换为呈示文本"
ENG	10032	1094	"input to display"
FRA	10032	1094	"édition vers présentation"
GER	10032	1094	""
POL	10032	1094	""
POR	10032	1094	"edição para Apresentação"
SPA	10032	1094	"edición hacia presentación"
XXX	10032	1094	"645AFF7BCFE72F0D4CD1345153F1728BF01D54E7"
ENG	10032	1095	"Il est impossible de traiter une requête 'RQ' dont l'action 'A' ne contient pas de noeud 'istdatas'. le paramètre fourni  _"
FRA	10032	1095	"Il est impossible de traiter une requête 'RQ' dont l'action 'A' ne contient pas de noeud 'istdatas'. le paramètre fourni  _"
XXX	10032	1095	"F61B4D37F1D611ABA41A5971F044306C3CF4F31B"
ENG	10032	1096	"est une instance de [{0}]."
FRA	10032	1096	"est une instance de [{0}]."
XXX	10032	1096	"F61B4D37F1D611ABA41A5971F044306C3CF4F31B"
BRI	10032	1097	"Formating impossible, there is no format available. Value=[{0}]."
CHI	10032	1097	"无法格式化，没有可用的格式。值=[{0}]。"
ENG	10032	1097	"Formating impossible, there is no format available. Value=[{0}]."
FRA	10032	1097	"Formatage impossible, il n'y a pas de format disponible. Valeur=[{0}]."
GER	10032	1097	"Formatierung nicht möglich, es ist kein Format verfügbar. Wert=[{0}]."
POL	10032	1097	""
POR	10032	1097	"Formatação impossível, não há formato disponível. Valor = [{0}]."
SPA	10032	1097	"Formateo imposible, no hay formato disponible. Valor=[{0}]."
XXX	10032	1097	"765358C58C1757111074D2A9B841EBCABD42671B"
BRI	10032	1098	"Impossible to read the format of the current instance. Instance [{0}] is unknown."
CHI	10032	1098	"无法读取当前实例的格式。该实例[{0}]是未知的。"
ENG	10032	1098	"Impossible to read the format of the current instance. Instance [{0}] is unknown."
FRA	10032	1098	"Lecture du format de l'instance courante impossible. L'instance [{0}] est inconnue."
GER	10032	1098	"Das Format der laufenden Instanz kann nicht gelesen werden. Die Instanz [{0}] ist unbekannt."
POL	10032	1098	""
POR	10032	1098	"Leitura do formato da instância corrente impossível. A instância [{0}] é desconhecida."
SPA	10032	1098	"Lectura del formato de instancia actual imposible. La instancia [{0}] es desconocida."
XXX	10032	1098	"7AF95D329892D89700595BBB12CE8D718EDFDBAD"
BRI	10032	1099	"Impossible to read the format of the current instance. The current instance [{0}] does not have any format."
CHI	10032	1099	"无法读取当前实例的格式。当前实例[{0}]没有格式。"
ENG	10032	1099	"Impossible to read the format of the current instance. The current instance [{0}] does not have any format."
FRA	10032	1099	"Lecture du format de l'instance courante impossible.  L'instance courante [{0}] n'a pas de format."
GER	10032	1099	"Das Format der laufenden Instanz kann nicht gelesen werden. Die laufende Instanz [{0}] hat kein Format."
POL	10032	1099	""
POR	10032	1099	"Leitura do formato da instância corrente impossível.  A instância atual [{0}] não tem um formato."
SPA	10032	1099	"Lectura del formato de instancia actual imposible. La instancia actual [{0}] no tiene formato."
XXX	10032	1099	"E111D9A9D6C20D2D08446E35372B9CE872E217B3"
BRI	10032	1100	"Variable [{0}] does not exist. There are currently [{1}] variable(s) in block [{2}]."
CHI	10032	1100	"变量[{0}]不存在。现在在版块[{2}]中有[{1}]个变量。"
ENG	10032	1100	"Variable [{0}] does not exist. There are currently [{1}] variable(s) in block [{2}]."
FRA	10032	1100	"Variable [{0}] inexistante. Il y a actuellement [{1}] variable(s) dans le bloc [{2}]."
GER	10032	1100	"Variable [{0}] nicht vorhanden. Es gibt derzeit [{1}] Variable(n) im Block [{2}]."
POL	10032	1100	""
POR	10032	1100	"Variável [{0}] não existe. Existem actualmente [{1}] variável (s) em bloco [{2}]."
SPA	10032	1100	"Variable [{0}] inexistente. Actualmente hay [{1}] variable(s) en el bloque [{2}]."
XXX	10032	1100	"D909DBF8EBA20A5F3E2AED48F4134C6C368A3620"
BRI	10032	1101	"Line [{0}] does not exist. There are presently [{1}] line(s) in the table / or the list [{2}]"
CHI	10032	1101	"行[{0}]不存在。现在在表格/或者列表[{2}]中有[{1}]行。"
ENG	10032	1101	"Line [{0}] does not exist. There are presently [{1}] line(s) in the table / or the list [{2}]"
FRA	10032	1101	"Ligne [{0}] inexistante. Il y a actuellement [{1}] ligne(s) dans le tableau / ou la liste [{2}]."
GER	10032	1101	"Zeile [{0}] nicht vorhanden. Es gibt derzeit [{1}] Zeile(n) in der Tabelle / oder dem Verzeichnis [{2}]."
POL	10032	1101	""
POR	10032	1101	"Linha [{0}] não existe. Atualmente [{1}] linha (s) na tabela / list [{2}]."
SPA	10032	1101	"Línea [{0}] inexistente. Actualmente hay [{1}] línea(s) en la tabla / o la lista [{2}]."
XXX	10032	1101	"48184D7A64DC657B6C70E0A1607F01A4B66015CF"
BRI	10032	1102	"Left list [{0}] does not exist. There are presently [{1}] left list(s) in screen [{2}]."
CHI	10032	1102	"左列表[{0}]不存在。现在在屏幕[{2}]中有[{1}]个左列表。"
ENG	10032	1102	"Left list [{0}] does not exist. There are presently [{1}] left list(s) in screen [{2}]."
FRA	10032	1102	"Liste gauche [{0}] inexistante. Il y a actuellement [{1}] liste(s) gauche dans l'écran [{2}]."
GER	10032	1102	"Explorerliste [{0}] nicht vorhanden. Es gibt derzeit [{1}] Explorerliste(n) in der Maske [{2}]."
POL	10032	1102	""
POR	10032	1102	"Lista Esquerda [{0}] não existe. Atualmente [{1}] list (s) deixados no [{2}] tela."
SPA	10032	1102	"Lista izquierda [{0}] inexistente. Actualmente hay [{1}] lista(s) izquierda en la pantalla [{2}]."
XXX	10032	1102	"681572B8D7721C27A2C9729058A2724785A61D8E"
BRI	10032	1103	"Block [{0}] does not exist. There are currently [{1}] block(s) in screen [{2}]."
CHI	10032	1103	"版块[{0}]不存在。现在在屏幕[{2}]中有[{1}]个版块。"
ENG	10032	1103	"Block [{0}] does not exist. There are currently [{1}] block(s) in screen [{2}]."
FRA	10032	1103	"Bloc [{0}] inexistant. Il y a actuellement [{1}] bloc(s) dans l'écran [{2}]."
GER	10032	1103	"Block [{0}] nicht vorhanden. Es gibt derzeit [{1}] Block(s) in der Maske [{2}]."
POL	10032	1103	""
POR	10032	1103	"Bloquear [{0}] não existe. Existem actualmente [{1}] em bloco (s) em [{2}] tela."
SPA	10032	1103	"Bloque [{0}] inexistente. Actualmente hay [{1}] bloque(s) en la pantalla [{2}]."
XXX	10032	1103	"2629E49C47B7E49AD18D1DF76152EDF96993B705"
BRI	10032	1104	"Screen [{0}] does not exist. There are presently [{1}] screen(s) in the window [{2}]."
CHI	10032	1104	"屏幕[{0}]不存在。现在在窗体[{2}]中有[{1}]个屏幕。"
ENG	10032	1104	"Screen [{0}] does not exist. There are presently [{1}] screen(s) in the window [{2}]."
FRA	10032	1104	"Ecran [{0}] inexistant. Il y a actuellement [{1}] écran(s) dans la fenêtre [{2}]."
GER	10032	1104	"Maske [{0}] nicht vorhanden. Es gibt derzeit [{1}] Maske(n) im Fenster [{2}]."
POL	10032	1104	""
POR	10032	1104	"Tela [{0}] não existe. Atualmente [{1}] tela (s) no [{2}]."
SPA	10032	1104	"Pantalla [{0}] inexistente. Actualmente hay [{1}] pantalla(s) en la ventana [{2}]."
XXX	10032	1104	"135FA24595CBE47EEFA40E3C5531E8852391839C"
BRI	10032	1105	"Window [{0}] does not exist. There are presently [{1}] stacked window(s)."
CHI	10032	1105	"窗体[{0}]不存在。现在有[{1}]个堆叠的窗体。"
ENG	10032	1105	"Window [{0}] does not exist. There are presently [{1}] stacked window(s)."
FRA	10032	1105	"Fenêtre [{0}] inexistante. Il y a actuellement [{1}] fenêtre(s) empilée(s)."
GER	10032	1105	"Fenster [{0}] nicht vorhanden. Es gibt derzeit [{1}] gestapelte Fenster."
POL	10032	1105	""
POR	10032	1105	"Janela [{0}] não existe. Existem actualmente [{1}] janela (s) empilhadas (s)."
SPA	10032	1105	"Ventana {0}] inexistente. Actualmente hay [{1}] ventana(s) apilada(s}."
XXX	10032	1105	"108A868EDB71510E6FC1950F373511FBEC3CD671"
BRI	10032	1106	"Impossible to set up the table display report [{0}]."
CHI	10032	1106	"无法设置表[{0}]的显示状态。"
ENG	10032	1106	"Impossible to set up the table display report [{0}]."
FRA	10032	1106	"Impossible de mettre en place l'état d'affichage de tableau [{0}]."
GER	10032	1106	"Es ist nicht möglich, den Status der Tabellenanzeige einzurichten [{0}]."
POL	10032	1106	""
POR	10032	1106	"Não é possível definir a tabela de estado de exibição [{0}]."
SPA	10032	1106	"Imposible establecer el informe de visualización de la tabla [{0}]."
XXX	10032	1106	"870FCAD9EB0E633D709387C87940B0155ADD9F38"
BRI	10032	1107	"Error when creating [{0}] lines from line [{1}]."
CHI	10032	1107	"在自行[{1}]创建[{0}]行时出错。"
ENG	10032	1107	"Error when creating [{0}] lines from line [{1}]."
FRA	10032	1107	"Erreur lors de la création de [{0}] lignes à partir de la ligne [{1}] ."
GER	10032	1107	"Fehler beim Erstellen der [{0}] Zeilen ab Zeile [{1}] ."
POL	10032	1107	""
POR	10032	1107	"Erro ao criar [{0}] linhas a partir da linha [{1}]."
SPA	10032	1107	"Error durante la creación de [{0}] líneas a partir de la línea [{1}]."
XXX	10032	1107	"6D26182E25A8FA0513B085276122CDE348F9EE7C"
BRI	10032	1108	"Dimension [{0}] of the datasource is exceeded after the creation of the [{1}] line(s) / [{2}] line(s)."
CHI	10032	1108	"在创建[{2}]行中的[{1}]行之后，超出数据源的分析元[{0}]。"
ENG	10032	1108	"Dimension [{0}] of the datasource is exceeded after the creation of the [{1}] line(s) / [{2}] line(s)."
FRA	10032	1108	"Dépassement de la dimension [{0}] de la datasource après la création de(s) [{1}] ligne(s)  /  [{2}] ligne(s)."
GER	10032	1108	"Überschreiten der Dimension [{0}] der Datenquelle nach dem Erstellen der [{1}] Zeile(n)  /  [{2}] Zeile(n)."
POL	10032	1108	""
POR	10032	1108	"Superior à maior dimensão [{0}] da fonte de dados após a criação (s) [{1}] linha (s) / [{2}] linha (s)."
SPA	10032	1108	"Rebasamiento de la dimensión [{0}] de la fuente de datos trás la creación de [{1}] línea(s) / [{2}] línea(s)."
XXX	10032	1108	"659E90890E6D3ED39DDF402DED9694D3A02B83BC"
BRI	10032	1109	"Error when deleting [{0}] lines from line [{1}]."
CHI	10032	1109	"在自行[{1}]删除[{0}]行时出错。"
ENG	10032	1109	"Error when deleting [{0}] lines from line [{1}]."
FRA	10032	1109	"Erreur lors de la suppression de [{0}] lignes à partir de la ligne [{1}]."
GER	10032	1109	"Fehler beim Löschen der [{0}] Zeilen ab Zeile [{1}]."
POL	10032	1109	""
POR	10032	1109	"Erro ao excluir [{0}] linhas a partir da linha [{1}]."
SPA	10032	1109	"Error durante el borrado de [{0}] líneas a partir de la línea [{1}].·"
XXX	10032	1109	"72804A43C612EDBF9D684C596EEBC1345CE9CD7A"
BRI	10032	1110	"Impossible to set up format [{0}].·"
CHI	10032	1110	"无法设置格式[{0}]。"
ENG	10032	1110	"Impossible to set up format [{0}].·"
FRA	10032	1110	"Impossible de mettre en place le format [{0}].·"
GER	10032	1110	"Format einrichten nicht möglich [{0}].·"
POL	10032	1110	""
POR	10032	1110	"Não é possível estabelecer o formato [{0}].·"
SPA	10032	1110	"Imposible establecer el formato [{0}]."
XXX	10032	1110	"658C0E5E82C4449E78B79654E4960FD8C6EA7C01"
BRI	10032	1111	"Impossible to set up report [{0}].·"
CHI	10032	1111	"无法设置状态[{0}]。"
ENG	10032	1111	"Impossible to set up report [{0}].·"
FRA	10032	1111	"Impossible de mettre en place l'état [{0}].·"
GER	10032	1111	"Status einrichten nicht möglich [{0}].·"
POL	10032	1111	""
POR	10032	1111	"Não é possível estabelecer o estado [{0}].·"
SPA	10032	1111	"Imposible establecer el informe [{0}]."
XXX	10032	1111	"97A9AA545B1CF6D6BE76C1E1B91733775C11CA6A"
BRI	10032	1112	"Impossible to set up value [{0}]."
CHI	10032	1112	"无法设置值[{0}]。"
ENG	10032	1112	"Impossible to set up value [{0}]."
FRA	10032	1112	"Impossible de mettre en place la valeur [{0}]."
GER	10032	1112	"Wert einrichten nicht möglich [{0}]."
POL	10032	1112	""
POR	10032	1112	"Não é possível estabelecer o valor [{0}]."
SPA	10032	1112	"Imposible establecer el valor [{0}]."
XXX	10032	1112	"1E7DE9A5B8C0B1B2D3C40F446F6A4F0FED8BC846"
BRI	10032	1113	"Impossible to set up the Text file/Image file of length [{0}]."
CHI	10032	1113	"无法设置长度[{0}]的Blob/Clob。"
ENG	10032	1113	"Impossible to set up the Text file/Image file of length [{0}]."
FRA	10032	1113	"Impossible de mettre en place le Blob/Clob de longueur [{0}]."
GER	10032	1113	"Blob/Clob-Länge einrichten nicht möglich [{0}]."
POL	10032	1113	""
POR	10032	1113	"Impossível implementar o Blob / comprimento Clob [{0}]."
SPA	10032	1113	"Imposible establecer el Blob/Clob de longitud [{0}]."
XXX	10032	1113	"BF6774F1F1FC95BE066F0B5BD6C16FB21B95C583"
BRI	10032	1114	"Impossible to set up style [{0}]."
CHI	10032	1114	"无法设置值[{0}]。"
ENG	10032	1114	"Impossible to set up style [{0}]."
FRA	10032	1114	"Impossible de mettre en place le style [{0}]."
GER	10032	1114	"Style einrichten nicht möglich [{0}]."
POL	10032	1114	""
POR	10032	1114	"Não é possível estabelecer o estilo [{0}]."
SPA	10032	1114	"Imposible establecer el estilo [{0}]."
XXX	10032	1114	"8ADE7F7C558E624EEB27360DA0F6682C288E31B9"
BRI	10032	1115	"Impossible to select the line of the left list with key [{0}]."
CHI	10032	1115	"无法从左列表中选择带有密钥[{0}]的行。"
ENG	10032	1115	"Impossible to select the line of the left list with key [{0}]."
FRA	10032	1115	"Impossible de sélectionner la ligne de la liste gauche ayant la clé [{0}]."
GER	10032	1115	"Auswählen der Position der Explorerliste mit dem Schlüssel [{0}] nicht möglich."
POL	10032	1115	""
POR	10032	1115	"Não é possível selecionar a linha da lista de esquerda com a tecla [{0}]."
SPA	10032	1115	"Imposible seleccionar la línea de la lista izquierda con clave [{0}]."
XXX	10032	1115	"46F73BD7438159A3BCC63CC25B848372BBD69885"
ENG	10032	1116	"Impossible de mettre en place un contenu d'une longueur de [{0}] octets dans le blob [{1}] d'une taille maximum de [{2}]  _"
FRA	10032	1116	"Impossible de mettre en place un contenu d'une longueur de [{0}] octets dans le blob [{1}] d'une taille maximum de [{2}]  _"
XXX	10032	1116	"C7C817F04419BA5769B273096EC019265728C3AD"
ENG	10032	1117	"octets (size {3})."
FRA	10032	1117	"octets (size {3})."
XXX	10032	1117	"C7C817F04419BA5769B273096EC019265728C3AD"
BRI	10032	1118	"Impossible to process the object [{0}] from the level [{1}] for [{2}]."
CHI	10032	1118	"无法自层级[{1}]为[{2}]处理对象[{0}]。"
ENG	10032	1118	"Impossible to process the object [{0}] from the level [{1}] for [{2}]."
FRA	10032	1118	"Impossible de traiter l'objet [{0}] depuis le niveau [{1}] pour [{2}]."
GER	10032	1118	"Objekt [{0}] vom Niveau [{1}] für [{2}] bearbeiten nicht möglich."
POL	10032	1118	""
POR	10032	1118	"Não é possível processar o objecto [{0}] do nível [{1}] para [{2}]."
SPA	10032	1118	"Imposible tratar el objeto [{0}] desde el nivel [{1}] para [{2}]"
XXX	10032	1118	"9DDA808811DB8382A8F7351A90872EF10B6ECB60"
BRI	10032	1119	"Case not planned."
CHI	10032	1119	"意外事件。"
ENG	10032	1119	"Case not planned."
FRA	10032	1119	"Cas non prévu."
GER	10032	1119	"Fall nicht vorgesehen."
POL	10032	1119	""
POR	10032	1119	"Evento imprevisto."
SPA	10032	1119	"Caso no previsto"
XXX	10032	1119	"19AC773942320D86DBF01A42A972D1238D0C0676"
BRI	10032	1120	"Exception raised."
CHI	10032	1120	"引发的异常情况。"
ENG	10032	1120	"Exception raised."
FRA	10032	1120	"Exception levée."
GER	10032	1120	"Ausnahme aufgetreten."
POL	10032	1120	""
POR	10032	1120	"Exceção lançada."
SPA	10032	1120	"Excepción levantada."
XXX	10032	1120	"9EAF51D6EF464CDD141E98AB20F94E9EF30EFE2C"
BRI	10032	1121	"Impossible to find the key of the 'picked' line number [{0}]."
CHI	10032	1121	"无法重新找到编号为[{0}]的'已领料'行的密钥"
ENG	10032	1121	"Impossible to find the key of the 'picked' line number [{0}]."
FRA	10032	1121	"Impossible de retrouver la clé de la ligne 'pickée' numéro [{0}]."
GER	10032	1121	"Es ist nicht möglich, den Schlüssel, der Zeile 'pickée'-Nummer wiederzufinden [{0}]."
POL	10032	1121	""
POR	10032	1121	"Não foi possível localizar a linha 'pickée' número-chave [{0}]."
SPA	10032	1121	"Imposible encontrar la clave de la línea seleccioanda por picking número[{0}]."
XXX	10032	1121	"4E7E1905A8E76F25C3A2D0A7146CE2E9E749FEDB"
BRI	10032	1122	"Impossible to find a CvgVariableBlob with the Adxld [{0}]. The variable found is: {1}."
CHI	10032	1122	"无法重新找到一个带有AdxId [{0}]的CvgVariableBlob。找到的变量为：{1}"
ENG	10032	1122	"Impossible to find a CvgVariableBlob with the Adxld [{0}]. The variable found is: {1}."
FRA	10032	1122	"Impossible de retrouver une CvgVariableBlob avec l'AdxId [{0}]. La variable trouvée est : {1}"
GER	10032	1122	"Es ist nicht möglich, eine CvgVariableBlob mit AdxId [{0}] wiederzufinden. Die gefundene Variable ist: {1}"
POL	10032	1122	""
POR	10032	1122	"Incapaz de encontrar um CvgVariableBlob com AdxId [{0}]. A variável é encontrada: {1}"
SPA	10032	1122	"Imposible encontrar una CvgVariableBlob con el 'AdxId [{0}]. La variable encontrada es : {1}"
XXX	10032	1122	"A1FE74160940D0B2AFF3D4600727ACE081E6B70E"
BRI	10032	1123	"The argument ResTbl id=[{0}] is not complete. NoElements=[{1}] NoElementsReceived=[{2}]."
CHI	10032	1123	"id=[{0}]的自变量ResuTbl不完整。NbElements=[{1}] NbElementsReçus=[{2}]。"
ENG	10032	1123	"The argument ResTbl id=[{0}] is not complete. NoElements=[{1}] NoElementsReceived=[{2}]."
FRA	10032	1123	"L'argument ResuTbl id=[{0}] n'est pas complet. NbElements=[{1}] NbElementsReçus=[{2}]."
GER	10032	1123	"Das Argument ResuTbl id=[{0}] ist nicht vollständig. NbElements=[{1}] NbElementsReçus=[{2}]."
POL	10032	1123	""
POR	10032	1123	"O argumento id ResuTbl = [{0}] não está completa. NbElements = [{1}] NbElementsReçus = [{2}]."
SPA	10032	1123	"El argumento ResuTbl id=[{0}] no está completo. NºElementos=[{1}] NºElementosRecibidos=[{2}]."
XXX	10032	1123	"78301A5B66B591BED5F79F0658A580532057EE35"
BRI	10032	1124	"NDOCAR node for the setting up of [0:title / 1:format] = [{0}]."
CHI	10032	1124	"[0：标题/ 1：格式] = [{0}]的设置的节点NDOCAR。"
ENG	10032	1124	"NDOCAR node for the setting up of [0:title / 1:format] = [{0}]."
FRA	10032	1124	"Noeud NDOCAR de mise en place des [0:titre / 1:format] = [{0}]."
GER	10032	1124	"NDOCAR-Node für das Einrichten von [0:titre / 1:format] = [{0}]."
POL	10032	1124	""
POR	10032	1124	"NDOCAR implementação nó de [0: título / 1: formato] = [{0}]."
SPA	10032	1124	"Nudo NDOCAR para establecer los [0:título / 1:formato] = [{0}]."
XXX	10032	1124	"14E229742921D2102F94C935778A645B487CFD6B"
BRI	10032	1125	"The color of entity [{0}] has been updated [{1}] time(s)."
CHI	10032	1125	"该实体[{0}]的颜色已被更新过[{1}]次。"
ENG	10032	1125	"The color of entity [{0}] has been updated [{1}] time(s)."
FRA	10032	1125	"La couleur de l'entité [{0}] a été mise à jour [{1}] fois."
GER	10032	1125	"Die Farbe der Entität [{0}] wurde [{1}] mal aktualisiert."
POL	10032	1125	""
POR	10032	1125	"A cor da entidade [{0}] foi actualizado [{1}] vezes."
SPA	10032	1125	"El color de la entidad [{0}] se ha actualizado [{1}] veces."
XXX	10032	1125	"D82EAD3CA4B6BDB002BB68C6CB7721BDD6CFF3F4"
BRI	10032	1126	"The format of entity [{0}] has been updated [{1}] time(s)."
CHI	10032	1126	"该实体[{0}]的格式已被更新过[{1}]次。"
ENG	10032	1126	"The format of entity [{0}] has been updated [{1}] time(s)."
FRA	10032	1126	"Le format de l'entité [{0}] a été mis à jour [{1}] fois."
GER	10032	1126	"Das Format der Entität [{0}] wurde [{1}] mal aktualisiert."
POL	10032	1126	""
POR	10032	1126	"O formato da entidade [{0}] foi atualizado [{1}] vezes."
SPA	10032	1126	"El formato de la entidad [{0}] se ha actualizado [{1}] veces."
XXX	10032	1126	"58EE576939099EBD3EC7FDABD175DB795CFFF7A7"
BRI	10032	1127	"The entity [{0}] status has been updated [{1}] time(s)."
CHI	10032	1127	"该实体[{0}]的状态已被更新过[{1}]次。"
ENG	10032	1127	"The entity [{0}] status has been updated [{1}] time(s)."
FRA	10032	1127	"L'état de l'entité [{0}] a été mis à jour [{1}] fois."
GER	10032	1127	"Der Status der Entität [{0}] wurde [{1}] mal aktualisiert."
POL	10032	1127	""
POR	10032	1127	"O estado da entidade [{0}] foi actualizado [{1}] vezes."
SPA	10032	1127	"El estado de la entidad [{0}] se ha actualizado [{1}] veces."
XXX	10032	1127	"D4AAEA311AD7A932B757FCF60669ED3A58B3D58E"
BRI	10032	1128	"The style of the entity [{0}] was modified [{1}] time."
CHI	10032	1128	"该实体[{0}]的值已被更新[{1}]次。"
ENG	10032	1128	"The value of the entity [{0}] has been updated [{1}] time(s)."
FRA	10032	1128	"La valeur de l'entité [{0}] a été mise à jour [{1}] fois."
GER	10032	1128	"Der Style der Entität [{0}] wurde [{1}] mal geändert."
POR	10032	1128	"O valor da entidade [{0}] foi actualizado [{1}] vezes."
SPA	10032	1128	"El valor de la entidad [{0}] se ha actualizado [{1}] veces."
XXX	10032	1128	"8763571E3103BF8A5B319A7248D0957694FC0D00"
BRI	10032	1129	"The title or the label of the entity [{0}] was modified [{1}] time."
CHI	10032	1129	"该实体[{0}]的标题或名称已被更新[{1}]次。"
ENG	10032	1129	"The title or the label of the entity [{0}] was modified [{1}] time(s)."
FRA	10032	1129	"Le titre ou le label de l'entité [{0}] a été mise à jour [{1}] fois."
GER	10032	1129	"Der Titel oder die Markierung der Entität [{0}] wurde [{1}] mal geändert."
POR	10032	1129	"O título ou rótulo da entidade [{0}] foi atualizado [{1}] vezes."
SPA	10032	1129	"El titulo o el nombre de la entidad [{0}] se ha actualizado [{1}] veces."
XXX	10032	1129	"DE9A374082C480472276AAFD247BD937581E1F4A"
BRI	10032	1130	"==="
CHI	10032	1130	"该实体的值[{0}]已被更新[{1}]次。"
ENG	10032	1130	"-"
FRA	10032	1130	"La valeur de l'entité [{0}] a été mise à jour [{1}] fois."
GER	10032	1130	"Der Wert der Einheit [{0}] wurde mal [{1}] aktualisiert."
POR	10032	1130	"O valor da entidade [{0}] foi actualizado [{1}] vezes."
SPA	10032	1130	"El valor de la entidad [{0}] se ha actualizado [{1}] veces."
XXX	10032	1130	"7C9FE0B699678183376185A5E400FE6E838CB421"
BRI	10032	1131	"==="
CHI	10032	1131	"试图连接时引发了一个异常情况[{0}]。"
ENG	10032	1131	"-"
